year,field,name,gender
1950,Economic Sciences,Iris,
1950,Economic Sciences,Dorothy,
1951,Physics,Thornton,
1951,Physics,Wolfgang,
1951,Physics,John,
1951,Physics,Otto,
1951,Physics,David,
1951,Physics,Carson,
1951,Chemistry,DeWitt,
1951,Chemistry,Alfred,
1951,Chemistry,Ernest,
1951,Chemistry,Helen,
1951,Chemistry,Bernard,
1951,Chemistry,Vincent,
1951,Chemistry,Harry,
1951,Chemistry,Milton,
1951,Chemistry,Daniel,
1951,Chemistry,Philip,
1951,Physiology or Medicine,Bruce,
1951,Physiology or Medicine,Jacob,
1951,Physiology or Medicine,Joseph,
1951,Physiology or Medicine,William,
1951,Physiology or Medicine,Henrik,
1951,Physiology or Medicine,Timothy,
1951,Physiology or Medicine,Frederick,
1951,Physiology or Medicine,Pamela,
1951,Physiology or Medicine,Ileen,
1951,Physiology or Medicine,Philip,
1951,Economic Sciences,James,
1951,Economic Sciences,Alfred,
1951,Economic Sciences,Guy-Harold,
1951,Economic Sciences,Brian,
1951,Economic Sciences,Dan,
1951,Economic Sciences,Charles,
1951,Economic Sciences,Arthur,
1951,Economic Sciences,Wesley,
1951,Economic Sciences,Reginald,
1951,Economic Sciences,Simon,
1952,Physics,Sam,
1952,Physics,Wolfgang,
1952,Physics,William,
1952,Physics,Vic,
1952,Physics,Arthur,
1952,Physics,Haym,
1952,Physics,Eric,
1952,Chemistry,Saul,
1952,Chemistry,Ruth,
1952,Chemistry,Alfred,
1952,Chemistry,Marjorie,
1952,Chemistry,Albert,
1952,Chemistry,Rufus,
1952,Chemistry,David,
1952,Chemistry,Elizabeth,
1952,Chemistry,George,
1952,Chemistry,Milton,
1952,Physiology or Medicine,Toshikazu,
1952,Physiology or Medicine,Frank,
1952,Physiology or Medicine,Toshio,
1952,Physiology or Medicine,Bertram,
1952,Physiology or Medicine,Tsutomu,
1952,Physiology or Medicine,Stuart,
1952,Physiology or Medicine,Ancel,
1952,Physiology or Medicine,Masao,
1952,Physiology or Medicine,Josef,
1952,Physiology or Medicine,Ernst,
1952,Economic Sciences,Joan,
1952,Economic Sciences,Jules,
1952,Economic Sciences,Rafael,
1952,Economic Sciences,Allan,
1952,Economic Sciences,Leo,
1952,Economic Sciences,Rhoads,
1952,Economic Sciences,JOHN,
1952,Economic Sciences,James,
1952,Economic Sciences,Oliver,
1952,Economic Sciences,Ralph,
1953,Physics,Vera,
1953,Physics,Miroslav,
1953,Physics,Hugh,
1953,Physics,Arthur,
1953,Chemistry,Jillian,
1953,Chemistry,Klaus,
1953,Chemistry,Frank,
1953,Chemistry,Alvin,
1953,Chemistry,Herbert,
1953,Chemistry,Melvin,
1953,Chemistry,Kazko,
1953,Chemistry,Britton,
1953,Chemistry,Lucienne,
1953,Chemistry,Joyce,
1953,Physiology or Medicine,Bruce,
1953,Physiology or Medicine,Eleanor,
1953,Physiology or Medicine,Falconer,
1953,Physiology or Medicine,Desirée,
1953,Physiology or Medicine,Nepomuk,
1953,Physiology or Medicine,Sybil,
1953,Physiology or Medicine,David,
1953,Physiology or Medicine,Konrad,
1953,Physiology or Medicine,Irving,
1953,Physiology or Medicine,Josef,
1953,Economic Sciences,Rendigs,
1953,Economic Sciences,Joan,
1953,Economic Sciences,Robert,
1953,Economic Sciences,Walter,
1953,Economic Sciences,Lionel,
1953,Economic Sciences,Corliss,
1953,Economic Sciences,Hilda,
1953,Economic Sciences,Jan,
1953,Economic Sciences,Simon,
1953,Economic Sciences,Gerhard,
1954,Physics,Louis,
1954,Physics,Herman,
1954,Physics,Irwin,
1954,Physics,Sidney,
1954,Physics,Evans,
1954,Physics,Ivan,
1954,Physics,Charles,
1954,Chemistry,Max,
1954,Chemistry,Bruce,
1954,Chemistry,Maxwell,
1954,Chemistry,Louis,
1954,Chemistry,Peter,
1954,Chemistry,Alfred,
1954,Chemistry,Jean,
1954,Chemistry,Sheldon,
1954,Chemistry,Jennie,
1954,Chemistry,George,
1954,Physiology or Medicine,Leon,
1954,Physiology or Medicine,Theodore,
1954,Physiology or Medicine,Gaston,
1954,Physiology or Medicine,Samuel,
1954,Physiology or Medicine,Stephen,
1954,Physiology or Medicine,Antolin,
1954,Physiology or Medicine,Carolyn,
1954,Physiology or Medicine,Martin,
1954,Physiology or Medicine,Panit,
1954,Physiology or Medicine,Derrick,
1954,Economic Sciences,Wilfred,
1954,Economic Sciences,Frank,
1954,Economic Sciences,Alexander,
1954,Economic Sciences,Artur,
1954,Economic Sciences,Robert,
1954,Economic Sciences,David,
1954,Economic Sciences,Friedrich,
1954,Economic Sciences,Lawrence,
1954,Economic Sciences,Adam,
1954,Economic Sciences,Olwen,
1955,Physics,Herbert,
1955,Physics,George,
1955,Physics,Evelyn,
1955,Physics,Sir,
1955,Physics,Irving,
1955,Chemistry,Luis,
1955,Chemistry,Reinhold,
1955,Chemistry,Jerard,
1955,Chemistry,Walter,
1955,Chemistry,Leon,
1955,Chemistry,John,
1955,Chemistry,Elijah,
1955,Chemistry,Rose,
1955,Chemistry,Dietmar,
1955,Chemistry,Andrew,
1955,Physiology or Medicine,GABRIEL,
1955,Physiology or Medicine,THOMAS,
1955,Physiology or Medicine,Nancy,
1955,Physiology or Medicine,Hans,
1955,Physiology or Medicine,Ruth,
1955,Physiology or Medicine,Virginia,
1955,Physiology or Medicine,Enid,
1955,Physiology or Medicine,SUSAN,
1955,Physiology or Medicine,Calhoun,
1955,Physiology or Medicine,Jennie,
1955,Economic Sciences,Vera,
1955,Economic Sciences,MONROE,
1955,Economic Sciences,Joan,
1955,Economic Sciences,Johannes,
1955,Economic Sciences,John,
1955,Economic Sciences,Clair,
1955,Economic Sciences,Nicholas,
1955,Economic Sciences,Thurman,
1955,Economic Sciences,Desmond,
1955,Economic Sciences,Brinley,
1956,Physics,Nissan,
1956,Physics,Maurice,
1956,Physics,Lewis,
1956,Physics,André,
1956,Physics,Eric,
1956,Physics,Harold,
1956,Physics,Marie-Antoinette,
1956,Physics,Abdus,
1956,Physics,David,
1956,Physics,Frederick,
1956,Chemistry,Byron,
1956,Chemistry,Joseph,
1956,Chemistry,Paul,
1956,Chemistry,Raymond,
1956,Chemistry,John,
1956,Chemistry,Alice,
1956,Chemistry,Theodore,
1956,Chemistry,Sidney,
1956,Chemistry,Michael,
1956,Chemistry,Irving,
1956,Physiology or Medicine,Hans,
1956,Physiology or Medicine,Jacob,
1956,Physiology or Medicine,Margarete,
1956,Physiology or Medicine,Laurence,
1956,Physiology or Medicine,Curt,
1956,Physiology or Medicine,Jay,
1956,Physiology or Medicine,Björn,
1956,Physiology or Medicine,Bernard,
1956,Physiology or Medicine,Jenö,
1956,Physiology or Medicine,Pamela,
1956,Economic Sciences,Oskar,
1956,Economic Sciences,Nicholas,
1956,Economic Sciences,Lawrence,
1956,Economic Sciences,Bernard,
1956,Economic Sciences,Conyers,
1956,Economic Sciences,Victor,
1956,Economic Sciences,Edward,
1956,Economic Sciences,Dorothy,
1956,Economic Sciences,Simon,
1956,Economic Sciences,Brinley,
1957,Physics,Gert,
1957,Physics,Peter,
1957,Physics,Marvin,
1957,Physics,Meir,
1957,Physics,Torsten,
1957,Physics,Martin,
1957,Physics,Karlem,
1957,Physics,Claude,
1957,Physics,Harry,
1957,Physics,Ingvar,
1957,Chemistry,Bruce,
1957,Chemistry,Saul,
1957,Chemistry,Frank,
1957,Chemistry,Samuel,
1957,Chemistry,Laura,
1957,Chemistry,Harry,
1957,Chemistry,Edward,
1957,Chemistry,Dorothy,
1957,Chemistry,George,
1957,Chemistry,Vincent,
1957,Physiology or Medicine,Benjamin,
1957,Physiology or Medicine,Olaf,
1957,Physiology or Medicine,Smith,
1957,Physiology or Medicine,John,
1957,Physiology or Medicine,Gladys,
1957,Physiology or Medicine,MILTON,
1957,Physiology or Medicine,Margaret,
1957,Physiology or Medicine,ALBERTO,
1957,Physiology or Medicine,Elizabeth,
1957,Physiology or Medicine,George,
1957,Economic Sciences,Saburo,
1957,Economic Sciences,Oswald,
1957,Economic Sciences,Vera,
1957,Economic Sciences,Dan,
1957,Economic Sciences,John,
1957,Economic Sciences,Malcolm,
1957,Economic Sciences,Kurt,
1957,Economic Sciences,Phyllis,
1957,Economic Sciences,Daniel,
1957,Economic Sciences,George,
1958,Physics,Larry,
1958,Physics,Olof,
1958,Physics,Nissan,
1958,Physics,Herman,
1958,Physics,Alexander,
1958,Physics,Morris,
1958,Physics,William,
1958,Physics,Roland,
1958,Physics,Seija,
1958,Physics,Ingvar,
1958,Chemistry,Rolf,
1958,Chemistry,Irwin,
1958,Chemistry,Gunnar,
1958,Chemistry,Leslie,
1958,Chemistry,Laura,
1958,Chemistry,Minerva,
1958,Chemistry,David,
1958,Chemistry,Guido,
1958,Chemistry,Dorothy,
1958,Chemistry,Philip,
1958,Physiology or Medicine,Peter,
1958,Physiology or Medicine,Moore,
1958,Physiology or Medicine,Joseph,
1958,Physiology or Medicine,Herbert,
1958,Physiology or Medicine,Jacob,
1958,Physiology or Medicine,Kristen,
1958,Physiology or Medicine,Ragnar,
1958,Physiology or Medicine,Margaret,
1958,Physiology or Medicine,Ichiji,
1958,Physiology or Medicine,Rémy,
1958,Economic Sciences,Hans,
1958,Economic Sciences,Paul,
1958,Economic Sciences,Helen,
1958,Economic Sciences,Lawrence,
1958,Economic Sciences,Colin,
1958,Economic Sciences,Phyllis,
1958,Economic Sciences,Ludwig,
1958,Economic Sciences,Edward,
1958,Economic Sciences,Donald,
1958,Economic Sciences,Aubrey,
1959,Physics,Shigueo,
1959,Physics,Niels,
1959,Physics,Melvin,
1959,Physics,Agnessa,
1959,Physics,Svend,
1959,Physics,David,
1959,Physics,Jerzy,
1959,Chemistry,Benno,
1959,Chemistry,Herbert,
1959,Chemistry,Mordhay,
1959,Chemistry,Britton,
1959,Chemistry,Marian,
1959,Chemistry,Leonard,
1959,Chemistry,Howard,
1959,Chemistry,Ray,
1959,Chemistry,George,
1959,Chemistry,Milton,
1959,Physiology or Medicine,Eleanor,
1959,Physiology or Medicine,Takaaki,
1959,Physiology or Medicine,Taketo,
1959,Physiology or Medicine,Kazukuni,
1959,Physiology or Medicine,William,
1959,Physiology or Medicine,Charles,
1959,Physiology or Medicine,Valerie,
1959,Physiology or Medicine,Hrvoje,
1959,Physiology or Medicine,MOSES,
1959,Physiology or Medicine,Tatuzi,
1959,Economic Sciences,Torsten,
1959,Economic Sciences,John,
1959,Economic Sciences,Christopher,
1959,Economic Sciences,Harvey,
1959,Economic Sciences,Constantin,
1959,Economic Sciences,Lawrence,
1959,Economic Sciences,Asa,
1959,Economic Sciences,Godfrey,
1959,Economic Sciences,Ludwig,
1959,Economic Sciences,Ralph,
1960,Physics,Stefan,
1960,Physics,Fritz,
1960,Physics,Hans,
1960,Physics,Akito,
1960,Physics,Brian,
1960,Physics,Arnold,
1960,Physics,Norman,
1960,Physics,Aaron,
1960,Physics,Ove,
1960,Physics,Thomas,
1960,Chemistry,Earl,
1960,Chemistry,Ryoiti,
1960,Chemistry,Alfred,
1960,Chemistry,Eduardo,
1960,Chemistry,Cyrus,
1960,Chemistry,Martha,
1960,Chemistry,Nicolas,
1960,Chemistry,Birgit,
1960,Chemistry,Harry,
1960,Chemistry,Milton,
1960,Physiology or Medicine,Emilio,
1960,Physiology or Medicine,Jere,
1960,Physiology or Medicine,Andre,
1960,Physiology or Medicine,Leon,
1960,Physiology or Medicine,Matti,
1960,Physiology or Medicine,Steven,
1960,Physiology or Medicine,Chester,
1960,Physiology or Medicine,Phyllis,
1960,Physiology or Medicine,Sachchidananda,
1960,Physiology or Medicine,Catherine,
1960,Economic Sciences,Rendigs,
1960,Economic Sciences,Ruth,
1960,Economic Sciences,Giancarlo,
1960,Economic Sciences,Joan,
1960,Economic Sciences,Herbert,
1960,Economic Sciences,Russell,
1960,Economic Sciences,Page,
1960,Economic Sciences,Giorgio,
1960,Economic Sciences,Boris,
1960,Economic Sciences,Edward,
1961,Physics,Robert,
1961,Physics,Torsten,
1961,Physics,Amiram,
1961,Physics,Shields,
1961,Physics,Karl,
1961,Physics,Kenneth,
1961,Physics,Jørgen,
1961,Physics,Charles,
1961,Chemistry,Steve,
1961,Chemistry,Yoshio,
1961,Chemistry,John,
1961,Chemistry,Yoshihiko,
1961,Chemistry,Koichi,
1961,Chemistry,Oscar,
1961,Chemistry,Birgit,
1961,Chemistry,Yukio,
1961,Chemistry,Gladys,
1961,Chemistry,Philip,
1961,Physiology or Medicine,Bruce,
1961,Physiology or Medicine,Henry,
1961,Physiology or Medicine,Joseph,
1961,Physiology or Medicine,Eugene,
1961,Physiology or Medicine,Emil,
1961,Physiology or Medicine,Theodor,
1961,Physiology or Medicine,Howard,
1961,Physiology or Medicine,Elisabeth,
1961,Physiology or Medicine,Thomas,
1961,Physiology or Medicine,Nick,
1961,Economic Sciences,Gottfried,
1961,Economic Sciences,Douglas,
1961,Economic Sciences,Torvald,
1961,Economic Sciences,Walter,
1961,Economic Sciences,Arnold,
1961,Economic Sciences,Piero,
1961,Economic Sciences,Sune,
1961,Economic Sciences,Brinley,
1961,Economic Sciences,Arthur,
1961,Economic Sciences,Olive,
1962,Physics,Max,
1962,Physics,Larry,
1962,Physics,William,
1962,Physics,Asher,
1962,Physics,Albert,
1962,Physics,Evans,
1962,Physics,Nathan,
1962,Chemistry,Saburo,
1962,Chemistry,Peter,
1962,Chemistry,Ajaib,
1962,Chemistry,David,
1962,Chemistry,Akibumi,
1962,Chemistry,Chris,
1962,Chemistry,Yoshimasa,
1962,Chemistry,Jack,
1962,Chemistry,Gilbert,
1962,Chemistry,Myles,
1962,Physiology or Medicine,Miriam,
1962,Physiology or Medicine,Ernest,
1962,Physiology or Medicine,Katsuo,
1962,Physiology or Medicine,Albert,
1962,Physiology or Medicine,Edda,
1962,Physiology or Medicine,Bernard,
1962,Physiology or Medicine,Keiichiro,
1962,Physiology or Medicine,Thomas,
1962,Physiology or Medicine,Hrvoje,
1962,Physiology or Medicine,Sadasuke,
1962,Economic Sciences,Sven,
1962,Economic Sciences,Craig,
1962,Economic Sciences,Paul,
1962,Economic Sciences,Alexander,
1962,Economic Sciences,Joan,
1962,Economic Sciences,Harold,
1962,Economic Sciences,Werner,
1962,Economic Sciences,Michael,
1962,Economic Sciences,Edward,
1962,Economic Sciences,George,
1963,Physics,Peter,
1963,Physics,Takeo,
1963,Physics,Joseph,
1963,Physics,Alexander,
1963,Physics,Walter,
1963,Physics,Richard,
1963,Chemistry,Eugene,
1963,Chemistry,Teiichi,
1963,Chemistry,John,
1963,Chemistry,Hiroshi,
1963,Chemistry,Rune,
1963,Chemistry,Masakazu,
1963,Chemistry,Merna,
1963,Chemistry,Tadami,
1963,Chemistry,Reiji,
1963,Chemistry,Tatsuya,
1963,Physiology or Medicine,Bruce,
1963,Physiology or Medicine,Elsa,
1963,Physiology or Medicine,Doris,
1963,Physiology or Medicine,Beverly,
1963,Physiology or Medicine,Arend,
1963,Physiology or Medicine,Lawrence,
1963,Physiology or Medicine,Bernard,
1963,Physiology or Medicine,Harry,
1963,Physiology or Medicine,Mary,
1963,Physiology or Medicine,Philip,
1963,Economic Sciences,Murray,
1963,Economic Sciences,Anatol,
1963,Economic Sciences,Sylvia,
1963,Economic Sciences,Albert,
1963,Economic Sciences,Leopold,
1963,Economic Sciences,Bernard,
1963,Economic Sciences,Ralph,
1963,Economic Sciences,Vinod,
1963,Economic Sciences,Antoni,
1963,Economic Sciences,Donald,
1964,Physics,Saburo,
1964,Physics,Amit,
1964,Physics,Kazumi,
1964,Physics,Pierre,
1964,Physics,Nguyen,
1964,Chemistry,Peter,
1964,Chemistry,Ryo,
1964,Chemistry,Tsuneo,
1964,Chemistry,Kuwako,
1964,Chemistry,Shoichi,
1964,Chemistry,Akira,
1964,Chemistry,Karl,
1964,Chemistry,Muneyuki,
1964,Chemistry,Hideichi,
1964,Chemistry,Nobufumi,
1964,Physiology or Medicine,Stanford,
1964,Physiology or Medicine,Alfred,
1964,Physiology or Medicine,Herbert,
1964,Physiology or Medicine,Robert,
1964,Physiology or Medicine,Martha,
1964,Physiology or Medicine,Raymond,
1964,Physiology or Medicine,Simon,
1964,Physiology or Medicine,Mitsuru,
1964,Physiology or Medicine,Nome,
1964,Physiology or Medicine,Charles,
1964,Economic Sciences,Frieda,
1964,Economic Sciences,Maurice,
1964,Economic Sciences,Forrest,
1964,Economic Sciences,Akihiro,
1964,Economic Sciences,Sidney,
1964,Economic Sciences,Asa,
1964,Economic Sciences,Claude,
1964,Economic Sciences,David,
1964,Economic Sciences,Gerard,
1964,Economic Sciences,Bela,
1965,Physics,Kailash,
1965,Physics,Arthur,
1965,Physics,James,
1965,Physics,Franklin,
1965,Physics,Yuval,
1965,Chemistry,Frank,
1965,Chemistry,Walter,
1965,Chemistry,Akira,
1965,Chemistry,Albert,
1965,Chemistry,Erwin,
1965,Chemistry,Shigeo,
1965,Chemistry,Martin,
1965,Chemistry,Severo,
1965,Chemistry,Hideko,
1965,Chemistry,Yoshito,
1965,Physiology or Medicine,ARIEL,
1965,Physiology or Medicine,Irwin,
1965,Physiology or Medicine,Phillip,
1965,Physiology or Medicine,Bengt,
1965,Physiology or Medicine,Yoshiaki,
1965,Physiology or Medicine,Sarada,
1965,Physiology or Medicine,Jean,
1965,Physiology or Medicine,Yvon,
1965,Physiology or Medicine,Eliezer,
1965,Physiology or Medicine,Ivar,
1965,Economic Sciences,Maurice,
1965,Economic Sciences,Douglas,
1965,Economic Sciences,Barry,
1965,Economic Sciences,Alexander,
1965,Economic Sciences,Walter,
1965,Economic Sciences,Hirofumi,
1965,Economic Sciences,Nicholas,
1965,Economic Sciences,Michael,
1965,Economic Sciences,Arthur,
1965,Economic Sciences,Richard,
1966,Physics,Max,
1966,Physics,Edgar,
1966,Physics,Yoshihiko,
1966,Chemistry,Peter,
1966,Chemistry,Klaus,
1966,Chemistry,Joseph,
1966,Chemistry,Pierino,
1966,Chemistry,Giuseppe,
1966,Chemistry,Reinhard,
1966,Chemistry,Michael,
1966,Chemistry,Arthur,
1966,Chemistry,Dietmar,
1966,Chemistry,Gerard,
1966,Physiology or Medicine,GIDEON,
1966,Physiology or Medicine,GB,
1966,Physiology or Medicine,Jean,
1966,Physiology or Medicine,Helen,
1966,Physiology or Medicine,Vibha,
1966,Physiology or Medicine,Sotoharu,
1966,Physiology or Medicine,Jürgen,
1966,Physiology or Medicine,JH,
1966,Physiology or Medicine,Morton,
1966,Physiology or Medicine,JA,
1966,Economic Sciences,Ronald,
1966,Economic Sciences,Ruth,
1966,Economic Sciences,Paul,
1966,Economic Sciences,Brian,
1966,Economic Sciences,John,
1966,Economic Sciences,LANCE,
1966,Economic Sciences,Asa,
1966,Economic Sciences,Leslie,
1966,Economic Sciences,Calvin,
1966,Economic Sciences,Eli,
1967,Physics,Paul,
1967,Physics,Jay,
1967,Physics,Garrison,
1967,Physics,Werner,
1967,Physics,Budh,
1967,Physics,Chi-Sing,
1967,Physics,Jack,
1967,Chemistry,Saburo,
1967,Chemistry,Carlo,
1967,Chemistry,Nobutake,
1967,Chemistry,Shinobu,
1967,Chemistry,Tokuji,
1967,Chemistry,Bill,
1967,Chemistry,Bruno,
1967,Chemistry,Seiya,
1967,Chemistry,Sanford,
1967,Chemistry,Guido,
1967,Physiology or Medicine,Vithune,
1967,Physiology or Medicine,Sam,
1967,Physiology or Medicine,Lydia,
1967,Physiology or Medicine,CH,
1967,Physiology or Medicine,Raoul,
1967,Physiology or Medicine,Ajai,
1967,Physiology or Medicine,Barnyen,
1967,Physiology or Medicine,Clyde,
1967,Physiology or Medicine,Yasuhiro,
1967,Physiology or Medicine,Orna,
1967,Economic Sciences,Herman,
1967,Economic Sciences,Nita,
1967,Economic Sciences,Nathan,
1967,Economic Sciences,John,
1967,Economic Sciences,Ken-Ichi,
1967,Economic Sciences,Serge,
1967,Economic Sciences,Henri,
1967,Economic Sciences,Hector,
1967,Economic Sciences,Phyllis,
1967,Economic Sciences,Nachman,
1968,Physics,Lowell,
1968,Physics,Peter,
1968,Physics,Klaus,
1968,Physics,Frank,
1968,Physics,Krishna,
1968,Physics,Toshio,
1968,Physics,Tetsuo,
1968,Physics,Michel,
1968,Physics,Kenji,
1968,Physics,George,
1968,Chemistry,Takashi,
1968,Chemistry,Haruko,
1968,Chemistry,Henri,
1968,Chemistry,Ken'ichi,
1968,Chemistry,Edgar,
1968,Chemistry,Claude,
1968,Chemistry,Hideki,
1968,Chemistry,Yuhei,
1968,Chemistry,Toshiaki,
1968,Chemistry,Kunio,
1968,Physiology or Medicine,Paul,
1968,Physiology or Medicine,Alexander,
1968,Physiology or Medicine,AF,
1968,Physiology or Medicine,Emile,
1968,Physiology or Medicine,Michio,
1968,Physiology or Medicine,Tan,
1968,Physiology or Medicine,Kanokvan,
1968,Physiology or Medicine,WV,
1968,Physiology or Medicine,Frederick,
1968,Physiology or Medicine,Judy,
1968,Economic Sciences,Klaus,
1968,Economic Sciences,Jacob,
1968,Economic Sciences,Gustav,
1968,Economic Sciences,Ernest,
1968,Economic Sciences,Koichi,
1968,Economic Sciences,Sidney,
1968,Economic Sciences,Yueh,
1968,Economic Sciences,Tom,
1968,Economic Sciences,Leslie,
1968,Economic Sciences,Charles,
1969,Physics,Peter,
1969,Physics,Leif,
1969,Physics,Alexander,
1969,Physics,John,
1969,Physics,Reuben,
1969,Physics,Emanuel,
1969,Physics,Zenon,
1969,Chemistry,Sachiko,
1969,Chemistry,Shintaro,
1969,Chemistry,Seiichi,
1969,Chemistry,Tetsuya,
1969,Chemistry,Werner,
1969,Chemistry,Jun,
1969,Chemistry,Masao,
1969,Chemistry,Chuji,
1969,Chemistry,Senmaw,
1969,Chemistry,Shutsung,
1969,Physiology or Medicine,Edmund,
1969,Physiology or Medicine,Olga,
1969,Physiology or Medicine,RG,
1969,Physiology or Medicine,Gunther,
1969,Physiology or Medicine,Lynn,
1969,Physiology or Medicine,Gray,
1969,Physiology or Medicine,Wanda,
1969,Physiology or Medicine,Claude,
1969,Physiology or Medicine,GL,
1969,Physiology or Medicine,DP,
1969,Economic Sciences,Alec,
1969,Economic Sciences,Arye,
1969,Economic Sciences,Ching-Ju,
1969,Economic Sciences,Werner,
1969,Economic Sciences,Hector,
1969,Economic Sciences,Gil,
1969,Economic Sciences,Phyllis,
1969,Economic Sciences,David,
1969,Economic Sciences,Jack,
1969,Economic Sciences,Yehezkel,
1970,Physics,Richard,
1970,Physics,Philip,
1970,Chemistry,Hiroko,
1970,Chemistry,Juta,
1970,Chemistry,Gerd,
1970,Chemistry,Sakaru,
1970,Chemistry,Borghild,
1970,Chemistry,Yasuo,
1970,Chemistry,Karl-Anders,
1970,Chemistry,Elling,
1970,Chemistry,Kazuo,
1970,Chemistry,Kurt,
1970,Physiology or Medicine,Kisaburo,
1970,Physiology or Medicine,Shaul,
1970,Physiology or Medicine,Hermann,
1970,Physiology or Medicine,Ernest,
1970,Physiology or Medicine,Hugo,
1970,Physiology or Medicine,Nachum,
1970,Physiology or Medicine,Moberly,
1970,Physiology or Medicine,EM,
1970,Physiology or Medicine,Chih,
1970,Physiology or Medicine,HM,
1970,Economic Sciences,Alec,
1970,Economic Sciences,Douglas,
1970,Economic Sciences,Paul,
1970,Economic Sciences,John,
1970,Economic Sciences,Charles,
1970,Economic Sciences,Ivo,
1970,Economic Sciences,Stanley,
1970,Economic Sciences,Thomas,
1970,Economic Sciences,Eric,
1970,Economic Sciences,Judith,
1971,Physics,Joseph,
1971,Physics,Hiroshi,
1971,Physics,Garrison,
1971,Physics,Leonard,
1971,Physics,Mario,
1971,Physics,David,
1971,Chemistry,Henry,
1971,Chemistry,Pierre,
1971,Chemistry,Yoshiki,
1971,Chemistry,Nobuo,
1971,Chemistry,Sigfrid,
1971,Chemistry,Rosemarie,
1971,Chemistry,Yasushi,
1971,Chemistry,Giulio,
1971,Chemistry,Yoshimasa,
1971,Chemistry,Darrell,
1971,Physiology or Medicine,Arnfinn,
1971,Physiology or Medicine,Basil,
1971,Physiology or Medicine,Lynn,
1971,Physiology or Medicine,Olav,
1971,Physiology or Medicine,Christine,
1971,Physiology or Medicine,Ann,
1971,Physiology or Medicine,Martin,
1971,Physiology or Medicine,David,
1971,Physiology or Medicine,Susan,
1971,Physiology or Medicine,Judith,
1971,Economic Sciences,Mike,
1971,Economic Sciences,Peter,
1971,Economic Sciences,Alexander,
1971,Economic Sciences,Blaine,
1971,Economic Sciences,Teh-Wei,
1971,Economic Sciences,Phyllis,
1971,Economic Sciences,Susan,
1971,Economic Sciences,Ozay,
1971,Economic Sciences,George,
1971,Economic Sciences,Brinley,
1972,Physics,Steve,
1972,Physics,Robert,
1972,Physics,Gerald,
1972,Physics,Lawrence,
1972,Physics,Franklin,
1972,Chemistry,Takashi,
1972,Chemistry,Tadashi,
1972,Chemistry,Douglas,
1972,Chemistry,Toshio,
1972,Chemistry,Katsutoshi,
1972,Chemistry,Hiroshi,
1972,Chemistry,Arthur,
1972,Chemistry,Thomas,
1972,Chemistry,Kunihiko,
1972,Chemistry,Vincent,
1972,Physiology or Medicine,James,
1972,Physiology or Medicine,Jorge,
1972,Physiology or Medicine,Jaak,
1972,Physiology or Medicine,Steven,
1972,Physiology or Medicine,Stuart,
1972,Physiology or Medicine,Ann,
1972,Physiology or Medicine,Wilhelm,
1972,Physiology or Medicine,Naiphinich,
1972,Physiology or Medicine,Bernd,
1972,Physiology or Medicine,Alan,
1972,Economic Sciences,Ronald,
1972,Economic Sciences,Juri,
1972,Economic Sciences,Roderick,
1972,Economic Sciences,Martyn,
1972,Economic Sciences,Mehar,
1972,Economic Sciences,Ilan,
1972,Economic Sciences,Juro,
1972,Economic Sciences,Gideon,
1972,Economic Sciences,Edward,
1972,Economic Sciences,Kazuo,
1973,Physics,Wolfgang,
1973,Physics,Gerald,
1973,Physics,Minh,
1973,Physics,Gösta,
1973,Physics,Melba,
1973,Physics,Arthur,
1973,Chemistry,Roger,
1973,Chemistry,Masayuki,
1973,Chemistry,Jacob,
1973,Chemistry,Leodis,
1973,Chemistry,Dagmar,
1973,Chemistry,Terrance,
1973,Chemistry,Howard,
1973,Chemistry,Johann,
1973,Chemistry,Masanao,
1973,Chemistry,Dietmar,
1973,Physiology or Medicine,Bruce,
1973,Physiology or Medicine,Tibor,
1973,Physiology or Medicine,Pierre,
1973,Physiology or Medicine,Bart,
1973,Physiology or Medicine,Rhanor,
1973,Physiology or Medicine,Hiroshi,
1973,Physiology or Medicine,Katalin,
1973,Physiology or Medicine,Michael,
1973,Physiology or Medicine,James,
1973,Physiology or Medicine,Shonan,
1973,Economic Sciences,Basil,
1973,Economic Sciences,Luther,
1973,Economic Sciences,Julius,
1973,Economic Sciences,Eugene,
1973,Economic Sciences,Hugh,
1973,Economic Sciences,Olatunde,
1973,Economic Sciences,Colin,
1973,Economic Sciences,David,
1973,Economic Sciences,Edward,
1973,Economic Sciences,Fred,
1974,Physics,Shau-Yau,
1974,Physics,Jon,
1974,Physics,Herbert,
1974,Physics,Marcel,
1974,Physics,Mark,
1974,Physics,John,
1974,Physics,Franz,
1974,Physics,David,
1974,Physics,Edward,
1974,Physics,Simon,
1974,Chemistry,Roger,
1974,Chemistry,Sheng-Chung,
1974,Chemistry,Wilhelm,
1974,Chemistry,Lawrence,
1974,Chemistry,Michael,
1974,Chemistry,Shmuel,
1974,Chemistry,Yoshiyuki,
1974,Chemistry,Kunihiko,
1974,Chemistry,Dietmar,
1974,Chemistry,Vaughn,
1974,Physiology or Medicine,Gilbert,
1974,Physiology or Medicine,Seymour,
1974,Physiology or Medicine,Poul,
1974,Physiology or Medicine,Masayasu,
1974,Physiology or Medicine,Leon,
1974,Physiology or Medicine,Akinori,
1974,Physiology or Medicine,Abdul-Hamid,
1974,Physiology or Medicine,Aomine,
